Part Number,Description,Category,Item Type,Unit,Replacement Cost,Vendor Lead Time,QC/Transit Lead Time,Buffer Days,Quality Control Group,Material Cost,Buyer
CBA162,Bottles 500cc Dark Amber PET Packer (45-400) TALL,Bottle (B),Components,Each,0.38,52.00,0,0,07 Packaging Component,0.38,8
CBA163,Bottles 500cc Dark Amber PET Packer (45-400) Alpha,Bottle (B),Components,Each,0.35,52.00,0,0,07 Packaging Component,0.35,8
CBA164,Bottles 500cc Dark Amber PW-PET (45-400) Tim Plastics,Bottle (B),Components,Each,0.47,52.00,0,0,07 Packaging Component,0.47,8
CBA165,Bottles 500cc White HDPE,Bottle (B),Components,Each,0.26,43.00,0,0,07 Packaging Component,0.26,8
CBA166,Bottles 500cc White HDPE Round Packer (53-400) PH-LINE,Bottle (B),Components,Each,0.36,43.00,0,0,07 Packaging Component,0.36,8
CBA167,Bottles 55oz Black HDPE (120-400),Bottle (B),Components,Each,0.56,52.00,0,0,07 Packaging Component,0.56,8
CBA168,Bottles 55oz White HDPE (120-400),Bottle (B),Components,Each,0.68,52.00,0,0,07 Packaging Component,0.68,8
CBA169,6 Count PH-D FOL,Bottle (B),Components,Each,0.00,0.00,0,0,,0.25,8
CBA170,Bottles 60cc White HDPE Round Packer,Bottle (B),Components,Each,0.05,43.00,0,0,07 Packaging Component,0.05,8
CBA171,Bottles 60cc White HDPE (33-400),Bottle (B),Components,Each,0.00,52.00,0,0,07 Packaging Component,0.00,8
CBA172,Bottles 625cc Clear (53-400),Bottle (B),Components,Each,0.30,50.00,0,0,07 Packaging Component,0.30,8
CBA173,Bottles 625cc Dark Amber PET,Bottle (B),Components,Each,0.40,43.00,0,0,07 Packaging Component,0.40,8
CBA174,Bottles 625cc White HDPE,Bottle (B),Components,Each,0.46,43.00,0,0,07 Packaging Component,0.46,8
CBA175,Bottles 6oz Black PET (70-400),Bottle (B),Components,Each,0.33,52.00,0,0,07 Packaging Component,0.33,8
CBA176,6oz Dark Amber PET,Bottle (B),Components,Each,0.00,0.00,0,0,,0.00,1
CBA177,6oz White,Bottle (B),Components,Each,0.00,60.00,0,0,,0.00,1
CBA179,Bottles 70oz White PET,Bottle (B),Components,Each,0.00,52.00,0,0,07 Packaging Component,0.00,8
CBA180,Bottles 750cc Dark Amber PET (750-53),Bottle (B),Components,Each,0.44,43.00,0,0,07 Packaging Component,0.44,8
CBA181,Bottles 75cc White PET Round Packer,Bottle (B),Components,Each,0.14,52.00,0,0,07 Packaging Component,0.14,8
CBA182,Bottles 85oz Black PET (110-400),Bottle (B),Components,Each,1.36,52.00,0,0,07 Packaging Component,1.36,8
CBA183,Bottles 85oz Clear PET(110-400),Bottle (B),Components,Each,0.87,52.00,0,0,07 Packaging Component,0.87,8
CBA184,Bottles 85oz White PET (110-400),Bottle (B),Components,Each,1.17,43.00,0,0,07 Packaging Component,1.17,8
CBA185,Bottles 8oz Black PET (70-400),Bottle (B),Components,Each,0.35,52.00,0,0,07 Packaging Component,0.35,8
CBA186,Bottles 8oz Black HDPE,Bottle (B),Components,Each,0.36,52.00,0,0,07 Packaging Component,0.36,8
CBA187,Bottles 8oz Clear PET,Bottle (B),Components,Each,0.26,52.00,0,0,07 Packaging Component,0.26,8
CBA188,Bottles 8oz Clear PET (Alpha),Bottle (B),Components,Each,0.00,36.00,0,0,07 Packaging Component,0.00,8
CBA189,Bottles 8oz Dark Amber PET (70-400),Bottle (B),Components,Each,0.25,106.00,0,0,07 Packaging Component,0.25,8
CBA190,Bottles 8oz White HDPE,Bottle (B),Components,Each,0.49,43.00,0,0,07 Packaging Component,0.49,8
CBA191,Bottles 8oz White PET (70-400),Bottle (B),Components,Each,0.38,85.00,0,0,07 Packaging Component,0.38,8
CBA192,Bottles 16oz Natural HDPE (89-400) Wide Mouth,Bottle (B),Components,Each,0.40,52.00,0,0,07 Packaging Component,0.40,8
CBA193,Bottles 32oz Natural HDPE (100-400) 30ct,Bottle (B),Components,Each,0.49,52.00,0,0,07 Packaging Component,0.49,8
CBA194,Bottles 46oz Natural HDPE (100-400) 60ct,Bottle (B),Components,Each,0.67,113.00,0,0,Multiple,0.67,8
CBA195,Bottles 400cc Clear PET,Bottle (B),Components,Each,0.37,52.00,0,0,07 Packaging Component,0.37,8
CBA196,32oz Blue - 72657  (BEAM),Customer Supplied (Z),Components,Each,0.00,0.00,0,0,,0.00,1
CBA198,Bottles 75cc Black PET Round Packer (38-400),Bottle (B),Components,Each,0.13,67.00,0,0,Multiple,0.13,8
CBA199,Bottles 25oz Black HDPE (89-400),Bottle (B),Components,Each,0.55,52.00,0,0,07 Packaging Component,0.55,8
CBA200,Bottles 250cc Black PET (45-400),Bottle (B),Components,Each,0.21,67.00,0,0,07 Packaging Component,0.21,8
CBA201,Bottles 150cc Black PET Round Packer (38-400),Bottle (B),Components,Each,0.19,52.00,0,0,07 Packaging Component,0.19,8
CBA202,Bottles 225cc Black HDPE (45-400),Bottle (B),Components,Each,0.22,67.00,0,0,Multiple,0.22,8
CBA203,Bottles 2500cc Black HDPE,Bottle (B),Components,Each,0.94,52.00,0,0,Multiple,0.94,8
CBA211,120-400 Natural soft touch- BEAM,Bottle (B),Components,Each,0.00,60.00,0,0,,0.00,8
CBA212,Bottles 12oz Black HDPE (89-400),Bottle (B),Components,Each,0.41,52.00,0,0,07 Packaging Component,0.41,8
CBA213,Bottles 125oz White PET,Bottle (B),Components,Each,0.32,52.00,0,0,07 Packaging Component,0.32,8
CBA214,Bottles 250cc White HDPE (45-400)(Alpha),Bottle (B),Components,Each,0.27,52.00,0,0,250cc White HDPE 45-400 (Alpha,0.27,8
CBA215,Bottles 100cc White HDPE Packer,Bottle (B),Components,Each,0.11,43.00,0,0,07 Packaging Component,0.11,8
CBA216,Bottles 100cc White PET Packer (38-400),Bottle (B),Components,Each,0.11,36.00,0,0,07 Packaging Component,0.11,8
CBA218,Bottles 400cc Black PET (45-400),Bottle (B),Components,Each,0.47,52.00,0,0,07 Packaging Component,0.47,8
CBA219,Bottles 32oz Natural HDPE (110mm)(Custom Scoop),Bottle (B),Components,Each,0.40,52.00,0,0,07 Packaging Component,0.40,8
CBA220,Bottles 100cc White PET (Alpha),Bottle (B),Components,Each,0.14,52.00,0,0,07 Packaging Component,0.14,8
CBA221,Bottles 150cc White PET (38-400)(Alpha),Bottle (B),Components,Each,0.13,52.00,0,0,07 Packaging Component,0.13,8
CBA222,Bottles 16oz White PET (Alpha),Bottle (B),Components,Each,0.31,52.00,0,0,07 Packaging Component,0.31,8
CBA223,Bottles 19oz White PET (Alpha),Bottle (B),Components,Each,0.00,52.00,0,0,07 Packaging Component,0.00,8
CBA224,Bottles 200cc White PET (38-400)(Alpha),Bottle (B),Components,Each,0.23,52.00,0,0,07 Packaging Component,0.23,8
CBA225,Bottles 225cc White PET (Alpha),Bottle (B),Components,Each,0.00,52.00,0,0,07 Packaging Component,0.00,8
CBA226,Bottles 250cc White PET (Alpha)(REVIVE),Bottle (B),Components,Each,0.16,52.00,0,0,07 Packaging Component,0.16,8
CBA227,Bottles 25oz White PET (89-400)(Alpha),Bottle (B),Components,Each,0.67,52.00,0,0,07 Packaging Component,0.67,8
CBA228,Bottles 300cc White PET (45-400)(Alpha),Bottle (B),Components,Each,0.35,52.00,0,0,07 Packaging Component,0.35,8
CBA229,Bottles 400cc White PET (45-400)(Alpha),Bottle (B),Components,Each,0.41,52.00,0,0,07 Packaging Component,0.41,8
CBA230,Bottles 44oz White HDPE (Alpha),Bottle (B),Components,Each,0.00,52.00,0,0,07 Packaging Component,0.00,8
CBA231,Bottles 500cc White PET (Alpha),Bottle (B),Components,Each,0.00,52.00,0,0,07 Packaging Component,0.00,8
CBA232,Bottles 225cc White HDPE (Square),Bottle (B),Components,Each,0.00,52.00,0,0,07 Packaging Component,0.00,8
CBA233,Bottles 19oz Light Amber PET (89-400)(Round Packer),Bottle (B),Components,Each,0.42,43.00,0,0,,0.42,8
CBA234,Bottles 25oz Black HDPE (89-400)(Pretium),Bottle (B),Components,Each,0.31,64.00,0,0,,0.31,8
CBA235,Bottles 625cc White PET (53-400),Bottle (B),Components,Each,0.58,61.00,0,0,,0.58,8
CBA236,Bottles 150cc Light Amber PZ PET,Bottle (B),Components,Each,0.00,61.00,0,0,07 Packaging Component,0.17,8
CBA237,Canisters 55oz White HDPE 120-144 (317420) (RAW),Bottle (B),Components,Each,0.00,61.00,0,0,,0.00,22
CBA238,Canisters 44oz White HDPE 120-400 (101267) (RAW),Bottle (B),Components,Each,0.00,61.00,0,0,,0.00,22
CBA239,Canisters 44oz Black HDPE 120-140 (325053)(RAW),Bottle (B),Components,Each,0.00,61.00,0,0,,0.00,22
CBA240,Bottles 1 Gallon HDPE 120-140 (324003) (RAW),Bottle (B),Components,Each,0.00,61.00,0,0,,0.00,23
CBA241,Canisters 55oz White HDPE 120-144 (317420)(RAW),Bottle (B),Components,Each,0.00,61.00,0,0,,0.00,23
CBA242,Bottles 2750cc White HDPE (RAW),Bottle (B),Components,Each,0.00,61.00,0,0,,0.00,8
CCA001,Lids 100-400 Black Ribbed,Caps/Lids (C),Components,Each,0.37,43.00,0,0,07 Packaging Component,0.37,8
CCA002,Lids 100-400 Blue Smooth (2765),Caps/Lids (C),Components,Each,0.25,71.00,0,0,07 Packaging Component,0.25,8
CCA003,Lids 100-400 Red Smooth (1797C),Caps/Lids (C),Components,Each,0.25,71.00,0,0,07 Packaging Component,0.25,8
CCA004,Lids 100-400 Silver Ribbed,Caps/Lids (C),Components,Each,0.00,85.00,0,0,07 Packaging Component,0.00,8
CCA007,Lids 110-400 Black Ribbed,Caps/Lids (C),Components,Each,0.27,52.00,0,0,07 Packaging Component,0.27,8
CCA008,Lids 110-400 Black Smooth,Caps/Lids (C),Components,Each,0.34,52.00,0,0,07 Packaging Component,0.34,8
CCA009,Lids 110-400 Orange Smooth,Caps/Lids (C),Components,Each,0.34,52.00,0,0,07 Packaging Component,0.34,8
CCA010,Lids 110-400 White Ribbed,Caps/Lids (C),Components,Each,0.27,52.00,0,0,07 Packaging Component,0.27,8
CCA011,Lids 110-400 White Smooth,Caps/Lids (C),Components,Each,0.53,52.00,0,0,07 Packaging Component,0.53,8
CCA012,Lids 120-400 Black Ribbed,Caps/Lids (C),Components,Each,0.38,43.00,0,0,07 Packaging Component,0.38,8
CCA013,Lids 120-400 Black Ribbed Deep Skirt,Caps/Lids (C),Components,Each,0.36,52.00,0,0,07 Packaging Component,0.36,8
CCA014,Lids 120-400 Black Smooth Deep Skirt,Caps/Lids (C),Components,Each,0.23,52.00,0,0,07 Packaging Component,0.23,8
CCA015,Lids 120-400 Black Smooth Poly Universal Seal,Caps/Lids (C),Components,Each,0.21,52.00,0,0,07 Packaging Component,0.21,8
CCA016,Lids 120-400 Light Amber PET,Caps/Lids (C),Components,Each,0.00,53.00,0,0,07 Packaging Component,0.00,8
CCA017,Lids 120-400 Orange Smooth,Caps/Lids (C),Components,Each,0.00,53.00,0,0,07 Packaging Component,0.00,8
CCA018,Lids 120mm White Fine Ribbed (FS5-4 Printed SFYP),Caps/Lids (C),Components,Each,0.48,52.00,0,0,07 Packaging Component,0.48,8
CCA019,Lids 120-400 White Ribbed Non-Deep Skirt,Caps/Lids (C),Components,Each,0.41,52.00,0,0,07 Packaging Component,0.41,8
CCA020,Lids 120-400 White Smooth,Caps/Lids (C),Components,Each,0.61,43.00,0,0,07 Packaging Component,0.61,8
CCA021,Lids 180 mL Black Smooth,Caps/Lids (C),Components,Each,0.32,85.00,0,0,,0.32,8
CCA022,Lids 33-400 Black Ribbed,Caps/Lids (C),Components,Each,0.02,52.00,0,0,07 Packaging Component,0.02,8
CCA023,MRP-470-033,Caps/Lids (C),Components,Each,0.00,0.00,0,0,,0.00,1
CCA024,Lids 33-400 White Ribbed,Caps/Lids (C),Components,Each,0.03,52.00,0,0,07 Packaging Component,0.03,8
CCA025,Lids 33-400 White Smooth,Caps/Lids (C),Components,Each,0.03,52.00,0,0,07 Packaging Component,0.03,8
CCA026,Lids 38-400 Aluminum Ribbed,Caps/Lids (C),Components,Each,0.00,57.00,0,0,07 Packaging Component,0.00,8
CCA027,Lids 38-400 Aluminum Smooth,Caps/Lids (C),Components,Each,0.00,53.00,0,0,07 Packaging Component,0.00,8
CCA028,Lids 38-400 Black Ribbed SFYP Foam Induction,Caps/Lids (C),Components,Each,0.04,52.00,0,0,07 Packaging Component,0.04,8
CCA029,Lids 38-400 Black Ribbed Foil Induction,Caps/Lids (C),Components,Each,0.04,52.00,0,0,07 Packaging Component,0.04,8
CCA030,Lids 38-400 Black Smooth Universal Induction Seal,Caps/Lids (C),Components,Each,0.04,43.00,0,0,07 Packaging Component,0.04,8
CCA031,Lids 38-400 Black Ribbed CRC (Berry),Caps/Lids (C),Components,Each,0.00,53.00,0,0,07 Packaging Component,0.00,8
CCA032,Lids 38-400 Black Ribbed CRC (CPD-08556),Caps/Lids (C),Components,Each,0.06,43.00,0,0,07 Packaging Component,0.06,8
CCA033,Lids 38-400 White Ribbed CRC (Mold Rite),Caps/Lids (C),Components,Each,0.09,71.00,0,0,07 Packaging Component,0.09,8
CCA034,Lids Universal Induction Seal Green PMS Color #346C,Caps/Lids (C),Components,Each,0.00,53.00,0,0,07 Packaging Component,0.00,8
CCA035,Lids 38-400 Orange Smooth,Caps/Lids (C),Components,Each,0.10,52.00,0,0,07 Packaging Component,0.10,8
CCA036,Lids 38-400 Red Smooth,Caps/Lids (C),Components,Each,0.05,43.00,0,0,07 Packaging Component,0.05,8
CCA037,Lids 38-400 White (SAF-CAPI),Caps/Lids (C),Components,Each,0.00,53.00,0,0,07 Packaging Component,0.00,8
CCA038,Lids 38-400 Silver Ribbed Plastic,Caps/Lids (C),Components,Each,0.00,53.00,0,0,07 Packaging Component,0.00,8
CCA039,Lids 38-400 Silver Smooth Plastic,Caps/Lids (C),Components,Each,0.04,43.00,0,0,07 Packaging Component,0.04,8
CCA040,Lids 38-400 Silver Smooth Tin Metal,Caps/Lids (C),Components,Each,0.33,43.00,0,0,07 Packaging Component,0.33,8
CCA041,38-400 Silver Tin Metal cap ribbed HS035 Liner,Caps/Lids (C),Components,Each,0.00,0.00,0,0,,0.19,8
CCA042,Lids 38-400 White Ribbed,Caps/Lids (C),Components,Each,0.04,43.00,0,0,07 Packaging Component,0.04,8
CCA043,Lids 38-400 White Smooth,Caps/Lids (C),Components,Each,0.04,52.00,0,0,07 Packaging Component,0.04,8
CCA044,Lids 45-400 Black Ribbed CRC,Caps/Lids (C),Components,Each,0.10,52.00,0,0,07 Packaging Component,0.10,8
CCA045,Lids 45-400 Black Ribbed Universal Induction Seal,Caps/Lids (C),Components,Each,0.05,52.00,0,0,07 Packaging Component,0.05,8
CCA046,Lids 45-400 Black Ribbed Foil Induction,Caps/Lids (C),Components,Each,0.06,67.00,0,0,07 Packaging Component,0.06,8
CCA047,Lids 45-400 Black Smooth Universal Seal,Caps/Lids (C),Components,Each,0.05,52.00,0,0,07 Packaging Component,0.05,8
CCA048,Lids 45-400 Clear Smooth,Caps/Lids (C),Components,Each,0.11,52.00,0,0,07 Packaging Component,0.11,8
CCA049,45-400 Custom Green Polypropyle,Caps/Lids (C),Components,Each,0.00,60.00,0,0,,0.00,1
CCA050,Lids 45-400 Orange Smooth,Caps/Lids (C),Components,Each,0.12,52.00,0,0,07 Packaging Component,0.12,8
CCA051,Lids 45-400 Red Ribbed,Caps/Lids (C),Components,Each,0.15,43.00,0,0,07 Packaging Component,0.15,8
CCA052,Lids 45-400 Silver Smooth (C1S 5-10),Caps/Lids (C),Components,Each,0.07,43.00,0,0,07 Packaging Component,0.07,8
CCA053,Lids 45-400 White Ribbed Universal Induction Seal,Caps/Lids (C),Components,Each,0.04,43.00,0,0,07 Packaging Component,0.04,8
CCA054,Lids 45-400 White Smooth,Caps/Lids (C),Components,Each,0.10,43.00,0,0,07 Packaging Component,0.10,8
CCA055,Lids 48mm Black Smooth Heat Induction Seal,Caps/Lids (C),Components,Each,0.00,53.00,0,0,07 Packaging Component,0.00,8
CCA056,Lids 53-400 Black Ribbed,Caps/Lids (C),Components,Each,0.06,52.00,0,0,07 Packaging Component,0.06,8
CCA057,Lids 53-400 Black Smooth,Caps/Lids (C),Components,Each,0.05,43.00,0,0,07 Packaging Component,0.05,8
CCA058,Lids 53-400 White Smooth,Caps/Lids (C),Components,Each,0.07,43.00,0,0,07 Packaging Component,0.07,8
CCA059,55mm Black Ribbed,Caps/Lids (C),Components,Each,0.00,0.00,0,0,,0.00,1
CCA060,Lids 58mm Black Smooth Heat Induction Seal,Caps/Lids (C),Components,Each,0.00,53.00,0,0,07 Packaging Component,0.00,8
CCA061,Lids 63-485 Black PP Deep Skirt Heat Induction,Caps/Lids (C),Components,Each,0.00,52.00,0,0,07 Packaging Component,0.14,8
CCA062,Lids 63-485 White Smooth Liner C1S 5-10,Caps/Lids (C),Components,Each,0.13,52.00,0,0,07 Packaging Component,0.13,8
CCA063,Lids 70-400 Black Smooth Deep Skirt,Caps/Lids (C),Components,Each,0.00,53.00,0,0,07 Packaging Component,0.00,8
CCA064,Lids 70-400 Black Ribbed Pressure Sensitive Liner,Caps/Lids (C),Components,Each,0.20,43.00,0,0,07 Packaging Component,0.20,8
CCA065,Lids 70-400 Black Ribbed Heat Induction Liner,Caps/Lids (C),Components,Each,0.15,43.00,0,0,07 Packaging Component,0.15,8
CCA066,Lids 70-400 Black Smooth,Caps/Lids (C),Components,Each,0.14,52.00,0,0,07 Packaging Component,0.14,8
CCA067,Lids 70-400 Orange Smooth,Caps/Lids (C),Components,Each,0.26,82.00,0,0,07 Packaging Component,0.26,8
CCA068,Lids 70-400 White Smooth,Caps/Lids (C),Components,Each,0.14,52.00,0,0,07 Packaging Component,0.14,8
CCA069,70mm Purple Smooth Lid Vented Liner,Caps/Lids (C),Components,Each,0.00,0.00,0,0,,0.27,1
CCA070,70mm White Smooth Lid (Parkway),Caps/Lids (C),Components,Each,0.00,0.00,0,0,,0.21,1
CCA071,89-400 Black Smooth (MAKE INACTIVE),Caps/Lids (C),Components,Each,0.00,0.00,0,0,,0.16,8
CCA072,Lids 89-400 Black Ribbed Universal Induction Seal,Caps/Lids (C),Components,Each,0.15,43.00,0,0,07 Packaging Component,0.15,8
CCA073,Lids 89-400 Black Ribbed (Vented Seal),Caps/Lids (C),Components,Each,0.20,53.00,0,0,07 Packaging Component,0.20,8
CCA074,Lids 89-400 Black Smooth SFYP Universal Liner,Caps/Lids (C),Components,Each,0.14,52.00,0,0,07 Packaging Component,0.14,8
CCA075,Lids 89-400 Blue Ribbed,Caps/Lids (C),Components,Each,0.20,43.00,0,0,07 Packaging Component,0.20,8
CCA076,Lids 89-400 Blue Polypropylene,Caps/Lids (C),Components,Each,0.15,43.00,0,0,07 Packaging Component,0.15,8
CCA077,Lids 89-400 Chrome Silver Smooth,Caps/Lids (C),Components,Each,0.50,52.00,0,0,07 Packaging Component,0.50,8
CCA078,Lids 89-400 Clear Smooth,Caps/Lids (C),Components,Each,0.31,78.00,0,0,07 Packaging Component,0.31,8
CCA079,Lids 89-400 Green Ribbed,Caps/Lids (C),Components,Each,0.41,43.00,0,0,07 Packaging Component,0.41,8
CCA080,Lids 89-400 Orange Smooth Universal FS 5-4,Caps/Lids (C),Components,Each,0.29,92.00,0,0,07 Packaging Component,0.29,8
CCA081,89-400 PMS-716 ribbed orange lid,Caps/Lids (C),Components,Each,0.00,0.00,0,0,,0.00,1
CCA082,89-400 Red Lids (Smooth),Caps/Lids (C),Components,Each,0.00,0.00,0,0,,0.11,8
CCA083,Lids 89-400 Red Smooth Partial vent (FS 5-4),Caps/Lids (C),Components,Each,0.12,64.00,0,0,07 Packaging Component,0.12,8
CCA084,89-400 Silver Lids (Smooth),Caps/Lids (C),Components,Each,0.00,0.00,0,0,,0.11,8
CCA085,Lids 89-400 Silver Ribbed,Caps/Lids (C),Components,Each,0.16,52.00,0,0,07 Packaging Component,0.16,8
CCA086,Lids 89-400 Silver Smooth Partial (FS 5-4),Caps/Lids (C),Components,Each,0.07,50.00,0,0,07 Packaging Component,0.07,8
CCA087,89-400 WHT Ribbed INNOVATIVE,Caps/Lids (C),Components,Each,0.00,0.00,0,0,,0.00,1
CCA088,Lids 89-400 White Ribbed,Caps/Lids (C),Components,Each,0.16,43.00,0,0,07 Packaging Component,0.16,8
CCA089,Lids 89-400 White Smooth,Caps/Lids (C),Components,Each,0.14,43.00,0,0,07 Packaging Component,0.14,8
CCA090,Lids 89-400 Yellow Smooth,Caps/Lids (C),Components,Each,0.15,43.00,0,0,07 Packaging Component,0.15,8
CCA091,Lids 89mm Black RMX,Caps/Lids (C),Components,Each,0.01,43.00,0,0,07 Packaging Component,0.01,8
CCA092,Lids 89-400 Black Smooth,Caps/Lids (C),Components,Each,0.14,43.00,0,0,Multiple,0.14,8
CCA093,Lids B38-400 White Pop Lid,Caps/Lids (C),Components,Each,0.09,52.00,0,0,07 Packaging Component,0.09,8
CCA094,Custom Bottle Caps/Color PMS-716,Caps/Lids (C),Components,Each,0.00,0.00,0,0,,0.00,1
CCA095,Lids 38mm Black,Caps/Lids (C),Components,Each,0.00,53.00,0,0,07 Packaging Component,0.00,8
CCA096,Lids 38mm White S-Fliptop,Caps/Lids (C),Components,Each,0.00,53.00,0,0,07 Packaging Component,0.00,8
CCA097,Lids 100-400 Black Smooth w/Vented Liner,Caps/Lids (C),Components,Each,0.36,52.00,0,0,07 Packaging Component,0.36,8
CCA098,Lids 45-400 Aluminum Ribbed,Caps/Lids (C),Components,Each,0.57,67.00,0,0,Multiple,0.57,8
CCA099,Lids 53-400 White Ribbed,Caps/Lids (C),Components,Each,0.07,52.00,0,0,Multiple,0.07,8
CCA100,Lids 38-400 White Ribbed CR,Caps/Lids (C),Components,Each,0.09,53.00,0,0,07 Packaging Component,0.09,8
CCA101,Lids 70-400 White Ribbed,Caps/Lids (C),Components,Each,0.09,53.00,0,0,07 Packaging Component,0.09,8
CCA103,B38-400 CRC WHT,Caps/Lids (C),Components,Each,0.00,0.00,0,0,,0.00,1
CCA105,Lids 45mm Jacked Factory Custom,Caps/Lids (C),Components,Each,0.14,53.00,0,0,07 Packaging Component,0.14,8
CCA107,Lids 89-400 White Smooth (74125 (BEAM)),Caps/Lids (C),Components,Each,0.00,52.00,0,0,07 Packaging Component,0.00,8
CCA108,89-400 Blue 74125 (BEAM),Caps/Lids (C),Components,Each,0.00,0.00,0,0,,0.00,1
CCA109,Lids 120-400 Natural Soft Touch (BEAM),Caps/Lids (C),Components,Each,0.00,52.00,0,0,07 Packaging Component,0.00,8
CCA110,Lids 100-400 White Smooth,Caps/Lids (C),Components,Each,0.23,82.00,0,0,07 Packaging Component,0.23,8
CCA111,Lids 89-400 White Smooth (PET ONLY),Caps/Lids (C),Components,Each,0.00,53.00,0,0,07 Packaging Component,0.16,8
CCA112,Lids 89-400 White Ribbed (PET ONLY),Caps/Lids (C),Components,Each,0.18,53.00,0,0,07 Packaging Component,0.18,8
CCA113,Lids 110-400 White Smooth (PET ONLY),Caps/Lids (C),Components,Each,0.23,53.00,0,0,07 Packaging Component,0.23,8
CCA114,Lids 45-400 White Ribbed Universal Induction Seal (PET ONLY),Caps/Lids (C),Components,Each,0.20,53.00,0,0,07 Packaging Component,0.20,8
CCA115,Lids 45-400 Black Ribbed Universal Induction Seal (PET ONLY),Caps/Lids (C),Components,Each,0.06,53.00,0,0,07 Packaging Component,0.06,8
CCA116,"Lids 2.29"" x 2.5"" Tin (Genius Matcha CNR-TINGENIUS MATCHA)",Caps/Lids (C),Components,Each,0.00,53.00,0,0,07 Packaging Component,0.00,8
CCA117,Lids 120mm White Smooth Deep Skirt,Caps/Lids (C),Components,Each,0.36,53.00,0,0,07 Packaging Component,0.36,8
CCA118,Lids 89-400 White Smooth Foam (Sealed for your protection),Caps/Lids (C),Components,Each,0.13,43.00,0,0,07 Packaging Component,0.13,8
CCA119,Lids 110-400 White Smooth Foam (Alani Only),Caps/Lids (C),Components,Each,0.39,43.00,0,0,07 Packaging Component,0.39,8
CCA120,Lids 100-400 Black Smooth Foil Seal,Caps/Lids (C),Components,Each,0.00,53.00,0,0,,0.00,8
CCA121,Lids 45-400 White CRC,Caps/Lids (C),Components,Each,0.07,61.00,0,0,,0.07,8
CCA122,Lids 89-400 Green Smooth,Caps/Lids (C),Components,Each,0.00,61.00,0,0,07 Packaging Component,0.24,8
CCA123,Lids 120-400 PP White C1s 1-13 (271098) (RAW),Caps/Lids (C),Components,Each,0.00,61.00,0,0,,0.00,23
CCA124,Lids 110-400 DS Smooth C1s 1-13 (302393) (RAW),Caps/Lids (C),Components,Each,0.00,61.00,0,0,,0.00,23
CCA125,Lids 89-400 Red Smooth (FS 5-10),Caps/Lids (C),Components,Each,0.00,61.00,0,0,,0.00,1
